Object ID,Description,Environment,Interval Start,Cost
ap-8GIHAKXmIGN0ISR3gi4YVv,stemscribe-chart-formatter,main,2026-04-16T00:00:00,0.
63611981
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-01T00:00:00,0.235498
48
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-02T00:00:00,0.166354
13
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-04T00:00:00,0.005708
51
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-05T00:00:00,0.066056
69
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-12T00:00:00,1.100317
12
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-13T00:00:00,0.217740
78
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-14T00:00:00,0.346613
13
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-15T00:00:00,2.158364
81
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-16T00:00:00,1.054436
74
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-18T00:00:00,0.119638
92
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-20T00:00:00,0.065377
42
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-22T00:00:00,0.387789
71
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-23T00:00:00,2.554176
46
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-24T00:00:00,1.051472
70
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-25T00:00:00,2.011812
87
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-26T00:00:00,0.078560
43
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-27T00:00:00,0.148911
91
ap-k27bJolENPSOyYMHLjg4mW,stemscribe-separator,main,2026-04-28T00:00:00,0.039665
83
ap-0yNv0MxMjb3vtEINb6UD9n,stemscribe-chart-formatter-train,main,2026-04-16T00:00
:00,0.00158724
ap-1WtHKN16ivVoExo1b5hq7b,stemscribe-chart-recall-train,main,2026-04-13T00:00:00
,0.12211696
ap-2DuUQpPa6O7vzWBOdmGi69,stemscribe-chart-formatter-train,main,2026-04-13T00:00
:00,0.14897919
