Object ID,Description,Environment,Interval Start,Cost
ap-3qNTZPNKZvCPt2ybipa5EI,stemscribe-chart-formatter-train,main,2026-04-14T00:00
:00,14.50890356
ap-49J6fGmUSkm8xUlTMbZV4T,stemscribe-chart-recall-train,main,2026-04-14T00:00:00
,14.47559203
ap-4JIPPXGVg3mFrgu5b9Pvbf,recall-adapter-download,main,2026-04-14T00:00:00,0.000
00384
ap-4fm5p4IC8zfLyCEmJetgNR,stemscribe-chart-formatter-train,main,2026-04-16T00:00
:00,16.89415883
ap-4x5sldjjeO1MzM0gEJ93Aa,stemscribe-chart-formatter-train,main,2026-04-13T00:00
:00,0.04670965
ap-71Yo3uDDtAJdjQQyANTZ1O,stemscribe-separator,main,2026-04-05T00:00:00,0.032690
62
ap-7Lb1wVROOvyaQE2RcCoA7B,stemscribe-chart-formatter-train,main,2026-04-13T00:00
:00,5.88382531
ap-7qw6oxTZoxStREes2sCuKi,stemscribe-chart-recall-train,main,2026-04-13T00:00:00
,0.00241936
ap-886ZidGSkZc8EugXZrEplT,stemscribe-chart-recall-train,main,2026-04-13T00:00:00
,12.56603953
ap-886ZidGSkZc8EugXZrEplT,stemscribe-chart-recall-train,main,2026-04-14T00:00:00
,2.20321936
ap-8isO0I5g4GYhxS2BQn7gLk,stemscribe-guitar-training,main,2026-04-11T00:00:00,0.
37818430
ap-98BzMtYOHb0gYKsstwrmWo,stemscribe-chart-formatter,main,2026-04-16T00:00:00,0.
05812679
ap-A826iJzhoTmQO0voqiwtYD,stemscribe-separator,main,2026-04-04T00:00:00,0.032302
91
ap-An81qYL6AFzRL4IilqKaWL,formatter-adapter-download,main,2026-04-13T00:00:00,0.
00009767
ap-DHIkAsHByIBJ28Ec7IVECP,stemscribe-guitar-training,main,2026-04-11T00:00:00,0.
00006049
ap-F41AdgIbKu2SSE7PWbs74r,trimplexx-guitar-training,main,2026-04-13T00:00:00,0.0
0459946
ap-FirIEvbnJW6WVuNzaDFm8K,bass-transcription-training,main,2026-04-11T00:00:00,1
2.94689938
ap-FirIEvbnJW6WVuNzaDFm8K,bass-transcription-training,main,2026-04-12T00:00:00,6
.20710353
ap-GrfxMDSyhPuPAzfjCtgYFa,stemscribe-chart-formatter-train,main,2026-04-13T00:00
:00,5.81208229
ap-IXyvfFoYPsMbnhRkjhxo18,stemscribe-chart-formatter-train,main,2026-04-13T00:00
:00,0.00133123
ap-Id4WSzxpsPegC7AzlVdQR1,trimplexx-guitar-training,main,2026-04-13T00:00:00,0.0
0175704
ap-KILxUITZWXLPebtQHfqGXd,trimplexx-guitar-training,main,2026-04-13T00:00:00,2.1
9937739
ap-Lqh0plyqWy5wFNEXzjPsRc,stemscribe-chart-formatter-train,main,2026-04-13T00:00
:00,0.02669517
ap-P32GnLYquldFFYGt4E4PkQ,stemscribe-separator,main,2026-04-04T00:00:00,0.002127
35
ap-PiFDzIh1oumXMSHcRpFUTT,stemscribe-chart-formatter-train,main,2026-04-13T00:00
:00,0.00004351
ap-Q7kon2zT9TWWjZfdU2kCdK,stemscribe-separator,main,2026-04-04T00:00:00,0.044880
67
ap-R8gJLdQgUU6xpW4Pc5eqNB,trimplexx-guitar-training,main,2026-04-13T00:00:00,2.4
1955635
ap-S1X76kJP4ABNJ26dsBywyB,promote-checkpoint,main,2026-04-16T00:00:00,0.00001320
ap-TYR6pNe4pf75gB2LTIyCp0,stemscribe-chart-formatter-train,main,2026-04-13T00:00
:00,0.04004314
ap-WT9Wh2b5bjJQpVjedW5ftK,stemscribe-separator,main,2026-04-04T00:00:00,0.002128
82
ap-X81YNfbfFdJz3UmlaXwqfZ,stemscribe-guitar-training,main,2026-04-11T00:00:00,0.
00210292
ap-YNzJL0OrEORz4NG0Mwfule,stemscribe-separator,main,2026-04-04T00:00:00,0.004916
24
ap-ZtIEVkgJ2jXg3foRBzySl9,stemscribe-guitar-training,main,2026-04-11T00:00:00,0.
05725499
ap-cCPNqIk15NP1STwcD6FVAy,bass-transcription-training,main,2026-04-11T00:00:00,0
.00089575
ap-cXWSfbNKJKh6xWMZQKtRg8,stemscribe-chart-formatter-train,main,2026-04-13T00:00
:00,0.05404240
ap-crteYAKNyXjUwAdkB9mPei,stemscribe-chart-formatter-train,main,2026-04-13T00:00
:00,8.04121378
ap-crteYAKNyXjUwAdkB9mPei,stemscribe-chart-formatter-train,main,2026-04-14T00:00
:00,9.62228690
ap-dUknopHn8LHGMfhlhtwe9y,trimplexx-guitar-training,main,2026-04-13T00:00:00,0.0
0233348
ap-dhoGcyN7rWbtBYGs4KhfWR,stemscribe-guitar-training,main,2026-04-11T00:00:00,0.
00309556
ap-eiz832RVH9MaZVQBeUIzkl,formatter-adapter-download,main,2026-04-14T00:00:00,0.
00007469
ap-gXKdEW3V78Hk1i762agJPf,stemscribe-chart-formatter-train,main,2026-04-13T00:00
:00,0.00000384
ap-i8SM5QSPuBnGxM1SkAqbBt,stemscribe-guitar-training,main,2026-04-11T00:00:00,0.
06553916
ap-j7qf90MFAMLlF8KQ5oVmLF,btc-finetune,main,2026-04-11T00:00:00,0.45545799
ap-jYGwI4P9xgEUgl2olIDdqJ,stemscribe-chart-formatter-train,main,2026-04-13T00:00
:00,9.98292441
ap-lDnwXflFElDeFwPjtajwnf,stemscribe-separator,main,2026-04-04T00:00:00,0.002822
73
ap-lNF5GhIkfT8hr64EqbNUUm,stemscribe-chart-formatter-train,main,2026-04-14T00:00
:00,14.49506653
ap-nZHbBFr2uPBNA148CWMjDJ,trimplexx-guitar-training,main,2026-04-13T00:00:00,0.0
3257920
ap-ncbwBRWAIFVA8ge0gAa2eE,stemscribe-chart-recall-train,main,2026-04-14T00:00:00
,12.32329242
ap-pGZbcyoWOfi1h1uBM6L3yr,trimplexx-guitar-training,main,2026-04-13T00:00:00,0.0
0207462
ap-pV4o1SxsE7uc3kaQrzTeo0,stemscribe-separator,main,2026-04-04T00:00:00,0.002837
10
ap-pvdeI7IvuxbZ4SDQLpGw8U,stemscribe-chart-recall-train,main,2026-04-14T00:00:00
,0.00241018
ap-pziTrXrf6wsNtrO8XEqyTP,stemscribe-guitar-training,main,2026-04-11T00:00:00,0.
14429586
ap-xALFPFnq8dF5id6w85sCY7,stemscribe-guitar-training,main,2026-04-11T00:00:00,0.
21525937
ap-xwrOwHGHCSnklNmVlibyTz,stemscribe-chart-formatter-train,main,2026-04-13T00:00
:00,13.39069331
ap-yfh77W19YN8aRubMLlEcax,btc-finetune,main,2026-04-11T00:00:00,0.00409243
ap-zTs08Y9PTus1mFtG5jm3AG,stemscribe-chart-recall-train,main,2026-04-14T00:00:00
,6.43963827
ap-zmPNLIQCbYnlImfMxj5HWO,bass-transcription-training,main,2026-04-11T00:00:00,0
.07285824
